Name; UUID; Old Bezugsgröße; Old Bezugseinheit; Old GWP;Corrected Bezugsgröße; Corrected Bezugseinheit;Corrected GWP; Referenzfluss -Name
Sikaplan SGmA;c4d67bc2-a276-4b5f-9fe2-01d429013a75;1;null;0,236;1;qm;0,236;1 m² Dachbahn Additional Info from Xml: Sikaplan SGmA ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC)mit einer Glasvlieseinlage (DE/E1 PVC-P-NB-E-GV). Die Sikaplan SGmA Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (SGmA 15), 1,8 mm (SGmA 18), 2,0 mm (SGmA 20) und 2,4 mm (SGmA 24) erhältlich. Der Herstellungsprozess der Sikaplan SGmA Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittiger Glasvlieseinlage auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan SGmA relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan SGmA Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigen-ständigen Berechnung der Werte angegeben.
Sikaplan SGmA;c4d67bc2-a276-4b5f-9fe2-01d429013a75;1;null;-4,09;1;qm;-4,09;1 m² Dachbahn Additional Info from Xml: Sikaplan SGmA ist eine mehrschichtige Kunststoffabdichtungsbahn, basierend auf Polyvinylchlorid (PVC)mit einer Glasvlieseinlage (DE/E1 PVC-P-NB-E-GV). Die Sikaplan SGmA Kunststoffabdichtungsbahnen sind in den Dicken 1,5 mm (SGmA 15), 1,8 mm (SGmA 18), 2,0 mm (SGmA 20) und 2,4 mm (SGmA 24) erhältlich. Der Herstellungsprozess der Sikaplan SGmA Kunststoffabdichtungsbahn verläuft in folgenden Schritten: - Dosierung der einzelnen Rohstoffe und Plastifizierung der Mischung in einem Extruder - Auswalzen der Mischung zu Kunststofffolien im Kalander-Verfahren - Kühlen und Aufrollen der Membranen - Zusammenfügen von zwei Kunststofffolien (Ober- und Unterseite) und mittiger Glasvlieseinlage auf einer Triplieranlage durch Erhitzen - Zuschneiden und Aufwickeln der Kunststoffabdichtungsbahn auf Rollenkerne aus Altpapierkartonage - Palettierung und Verpacken der Rollen mit einer PE-Stretch-Folie Produktionsabfälle wie beispielsweise Abschnitte werden dem Herstellungsprozess sofort wieder zugeführt und auf diese Weise recycelt. Technische Daten: In der folgenden Übersicht sind ausschließlich die technischen Daten aufgeführt, die für die Kunststoff-dachabdichtungsbahn Sikaplan SGmA relevant sind. Deklarierte Einheit: Diese Deklaration bezieht sich auf 1 m² Sikaplan SGmA Kunststoffabdichtungsbahn mit der Dicke 1,5 mm. Für andere Dicken wird eine Formel zur eigen-ständigen Berechnung der Werte angegeben.
Silka Kalksandstein;f658f1b6-156a-4361-8dcb-cb1e67391551;1;null;216;1;m3;216;1 m³ Kalksandstein Additional Info from Xml: Sand 50 - 85 M-% Kies 0 - 45 M-% Brechsand 0 - 15 M-% Weißfeinkalk 4 - 9 M-% Graukalk 0 - 4 M-% //Herstellung: Die verwendeten Rezepturen werden den jeweiligen Rohstoffeigenschaften angepasst und variieren innerhalb der unter 2.6. Grundstoffe/Hilfsstoffe angegebenen Schwankungsbreiten. Weitere Stoffe sind nicht enthalten. Die Rohstoffe (Sand, Branntkalk und Wasser) werden entsprechend der jeweiligen Rezeptur gravimetrisch dosiert und intensiv miteinander vermischt. Anschließend wird die Rohstoffmischung in einem Reaktor genannten Reaktionsbehälter zwischengelagert, wobei es zu einer exothermen Reaktion kommt. Damit wird sichergestellt, dass der Branntkalk vor der Weiterverarbeitung vollständig zu Kalkhydrat ablöscht. Vom Reaktor gelangt das Mischgut in einen Nachmischer, in dem es durch Wasserzugabe auf Pressfeuchte gebracht wird. Die Verdichtung und Formgebung der Rohmasse erfolgt im Anschluss hieran in Formkästen durch die Kalksandsteinpressen. Die Rohlinge werden dann mittels einer Stapelautomatik auf Härtewagen gestapelt und über ein Schiebebühnensystem per Gleisanlage in den Härtekessel transportiert. Die Ausbildung der endgültigen Eigenschaften der Bauteile erfolgt während der anschließenden Dampfhärtung über 6 – 12 Stunden bei etwa 200°C und einem Druck von ca. 16 bar in Dampfdruckkesseln, den sog. Autoklaven. Hier bilden sich aus den eingesetzten Stoffen Calcium-Silikat- Hydrate. Die Reaktion des Materials ist mit der Entnahme aus dem Autoklav abgeschlossen. Der Dampf wird nach Abschluss des Härtungsprozesses für weitere Autoklavzyklen verwandt. Das anfallende Kondensat wird soweit technologisch möglich als Prozesswasser genutzt. Technische Daten: Siehe Leistungserklärung für das jeweilige Produkt. Allgemeine Angaben enthält die nachfolgende Tabelle. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1 m³ Kalksandstein mit einer durchschnittlichen Rohdichte von 1800 kg/m³.
Spannbeton-Fertigteildecken;7634a4f9-7057-4052-9a0a-6bece315dd8e;1;null;59,98;1;qm;59,98;1m² Spannbeton- Fertigteildecke, (26,5 cm Deckendicke,C45/C55) Additional Info from Xml: Die deklarierten Produkte sind vorgespannte Fertigteile aus Beton unterschiedlicher Formate und Größen zur Verwendung als Deckenbauteil. Der Beton wird aus Gesteinskörnungen (Zuschlägen), Wasser, hydraulischen Bindemitteln (Zement), Zusatzmitteln und Zusatzstoffen hergestellt. Außer dem Spannstahl ist keine weitere Bewehrung nötig. Für die Herstellung der Spannbeton-Fertigteildecken werden kaltgezogene Spannstahllitzen und- Drähte verwendet. Es handelt sich dabei um hochfeste Stähle. Die Spannbeton-Fertigdecken werden mit Extrudern und Gleitfertiger auf beheizbaren Stahlbahnen als Hohlquerschnitte mit der erforderlichen Dicke und Spannbewehrung gefertigt. Nach der entsprechenden Aushärtungszeit des Betons, sodass eine Festigkeit erreicht ist, die es zulässt, die Deckenelemente weiter zu bearbeiten, werden die Deckenelemente auf die gewünschte Länge gesägt und auf dem Werksgelände zwischengelagert. Technische Daten: Es gilt die Allgemeine bauaufsichtliche Zulassung (/abZ/) Z-15.10-279 („Verwendung von Spannbeton-Hohlplatten nach /DIN EN 1168:2011-12/ und /DIN EN 1992-1-1:2011-01/ System BRESPA“) des Deutschen Instituts für Bautechnik, Berlin, vom 1.12.2014. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Quadratmeter (1 m²) Fertigteildecken aus Spannbeton, hergestellt aus Zuschlägen der genannten Zusammensetzung. Die Durchschnittsbildung erfolgte absatzbezogen auf Basis der in den Werken der DW Systembau GmbH hergestellten Spannbeton-Fertigteildecken.
Spannbeton-Fertigteildecken;7634a4f9-7057-4052-9a0a-6bece315dd8e;1;null;1,87;1;qm;1,87;1m² Spannbeton- Fertigteildecke, (26,5 cm Deckendicke,C45/C55) Additional Info from Xml: Die deklarierten Produkte sind vorgespannte Fertigteile aus Beton unterschiedlicher Formate und Größen zur Verwendung als Deckenbauteil. Der Beton wird aus Gesteinskörnungen (Zuschlägen), Wasser, hydraulischen Bindemitteln (Zement), Zusatzmitteln und Zusatzstoffen hergestellt. Außer dem Spannstahl ist keine weitere Bewehrung nötig. Für die Herstellung der Spannbeton-Fertigteildecken werden kaltgezogene Spannstahllitzen und- Drähte verwendet. Es handelt sich dabei um hochfeste Stähle. Die Spannbeton-Fertigdecken werden mit Extrudern und Gleitfertiger auf beheizbaren Stahlbahnen als Hohlquerschnitte mit der erforderlichen Dicke und Spannbewehrung gefertigt. Nach der entsprechenden Aushärtungszeit des Betons, sodass eine Festigkeit erreicht ist, die es zulässt, die Deckenelemente weiter zu bearbeiten, werden die Deckenelemente auf die gewünschte Länge gesägt und auf dem Werksgelände zwischengelagert. Technische Daten: Es gilt die Allgemeine bauaufsichtliche Zulassung (/abZ/) Z-15.10-279 („Verwendung von Spannbeton-Hohlplatten nach /DIN EN 1168:2011-12/ und /DIN EN 1992-1-1:2011-01/ System BRESPA“) des Deutschen Instituts für Bautechnik, Berlin, vom 1.12.2014. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Quadratmeter (1 m²) Fertigteildecken aus Spannbeton, hergestellt aus Zuschlägen der genannten Zusammensetzung. Die Durchschnittsbildung erfolgte absatzbezogen auf Basis der in den Werken der DW Systembau GmbH hergestellten Spannbeton-Fertigteildecken.
Spannbeton-Fertigteildecken;7634a4f9-7057-4052-9a0a-6bece315dd8e;1;null;7,35;1;qm;7,35;1m² Spannbeton- Fertigteildecke, (26,5 cm Deckendicke,C45/C55) Additional Info from Xml: Die deklarierten Produkte sind vorgespannte Fertigteile aus Beton unterschiedlicher Formate und Größen zur Verwendung als Deckenbauteil. Der Beton wird aus Gesteinskörnungen (Zuschlägen), Wasser, hydraulischen Bindemitteln (Zement), Zusatzmitteln und Zusatzstoffen hergestellt. Außer dem Spannstahl ist keine weitere Bewehrung nötig. Für die Herstellung der Spannbeton-Fertigteildecken werden kaltgezogene Spannstahllitzen und- Drähte verwendet. Es handelt sich dabei um hochfeste Stähle. Die Spannbeton-Fertigdecken werden mit Extrudern und Gleitfertiger auf beheizbaren Stahlbahnen als Hohlquerschnitte mit der erforderlichen Dicke und Spannbewehrung gefertigt. Nach der entsprechenden Aushärtungszeit des Betons, sodass eine Festigkeit erreicht ist, die es zulässt, die Deckenelemente weiter zu bearbeiten, werden die Deckenelemente auf die gewünschte Länge gesägt und auf dem Werksgelände zwischengelagert. Technische Daten: Es gilt die Allgemeine bauaufsichtliche Zulassung (/abZ/) Z-15.10-279 („Verwendung von Spannbeton-Hohlplatten nach /DIN EN 1168:2011-12/ und /DIN EN 1992-1-1:2011-01/ System BRESPA“) des Deutschen Instituts für Bautechnik, Berlin, vom 1.12.2014. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Quadratmeter (1 m²) Fertigteildecken aus Spannbeton, hergestellt aus Zuschlägen der genannten Zusammensetzung. Die Durchschnittsbildung erfolgte absatzbezogen auf Basis der in den Werken der DW Systembau GmbH hergestellten Spannbeton-Fertigteildecken.
Spannbeton-Fertigteildecken;7634a4f9-7057-4052-9a0a-6bece315dd8e;1;null;1,478;1;qm;1,478;1m² Spannbeton- Fertigteildecke, (26,5 cm Deckendicke,C45/C55) Additional Info from Xml: Die deklarierten Produkte sind vorgespannte Fertigteile aus Beton unterschiedlicher Formate und Größen zur Verwendung als Deckenbauteil. Der Beton wird aus Gesteinskörnungen (Zuschlägen), Wasser, hydraulischen Bindemitteln (Zement), Zusatzmitteln und Zusatzstoffen hergestellt. Außer dem Spannstahl ist keine weitere Bewehrung nötig. Für die Herstellung der Spannbeton-Fertigteildecken werden kaltgezogene Spannstahllitzen und- Drähte verwendet. Es handelt sich dabei um hochfeste Stähle. Die Spannbeton-Fertigdecken werden mit Extrudern und Gleitfertiger auf beheizbaren Stahlbahnen als Hohlquerschnitte mit der erforderlichen Dicke und Spannbewehrung gefertigt. Nach der entsprechenden Aushärtungszeit des Betons, sodass eine Festigkeit erreicht ist, die es zulässt, die Deckenelemente weiter zu bearbeiten, werden die Deckenelemente auf die gewünschte Länge gesägt und auf dem Werksgelände zwischengelagert. Technische Daten: Es gilt die Allgemeine bauaufsichtliche Zulassung (/abZ/) Z-15.10-279 („Verwendung von Spannbeton-Hohlplatten nach /DIN EN 1168:2011-12/ und /DIN EN 1992-1-1:2011-01/ System BRESPA“) des Deutschen Instituts für Bautechnik, Berlin, vom 1.12.2014. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Quadratmeter (1 m²) Fertigteildecken aus Spannbeton, hergestellt aus Zuschlägen der genannten Zusammensetzung. Die Durchschnittsbildung erfolgte absatzbezogen auf Basis der in den Werken der DW Systembau GmbH hergestellten Spannbeton-Fertigteildecken.
Spannbeton-Fertigteildecken;7634a4f9-7057-4052-9a0a-6bece315dd8e;1;null;-14,75;1;qm;-14,75;1m² Spannbeton- Fertigteildecke, (26,5 cm Deckendicke,C45/C55) Additional Info from Xml: Die deklarierten Produkte sind vorgespannte Fertigteile aus Beton unterschiedlicher Formate und Größen zur Verwendung als Deckenbauteil. Der Beton wird aus Gesteinskörnungen (Zuschlägen), Wasser, hydraulischen Bindemitteln (Zement), Zusatzmitteln und Zusatzstoffen hergestellt. Außer dem Spannstahl ist keine weitere Bewehrung nötig. Für die Herstellung der Spannbeton-Fertigteildecken werden kaltgezogene Spannstahllitzen und- Drähte verwendet. Es handelt sich dabei um hochfeste Stähle. Die Spannbeton-Fertigdecken werden mit Extrudern und Gleitfertiger auf beheizbaren Stahlbahnen als Hohlquerschnitte mit der erforderlichen Dicke und Spannbewehrung gefertigt. Nach der entsprechenden Aushärtungszeit des Betons, sodass eine Festigkeit erreicht ist, die es zulässt, die Deckenelemente weiter zu bearbeiten, werden die Deckenelemente auf die gewünschte Länge gesägt und auf dem Werksgelände zwischengelagert. Technische Daten: Es gilt die Allgemeine bauaufsichtliche Zulassung (/abZ/) Z-15.10-279 („Verwendung von Spannbeton-Hohlplatten nach /DIN EN 1168:2011-12/ und /DIN EN 1992-1-1:2011-01/ System BRESPA“) des Deutschen Instituts für Bautechnik, Berlin, vom 1.12.2014. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von einem Quadratmeter (1 m²) Fertigteildecken aus Spannbeton, hergestellt aus Zuschlägen der genannten Zusammensetzung. Die Durchschnittsbildung erfolgte absatzbezogen auf Basis der in den Werken der DW Systembau GmbH hergestellten Spannbeton-Fertigteildecken.
SWISS KRONO OSB;426b030a-5e6d-4ed6-b117-e8b01bc3e890;1;null;-760,457;1;m3;-760,457;1 m³ OSB Platte (617 kg) Additional Info from Xml: OSB-Platten (Oriented Strand Board – Kronoply/ Kronopol OSB) sind klebstoffgebundene, dreischichtig aufgebaute Holzwerkstoffplatten (Flachpressplatten) aus orientiert gestreuten, länglichen Holzspänen (120 - 160 mm lange Kiefernholz Furnierstreifen), sog. Strands gemäß /EN13986/ bzw. /EN 300/ „OSB“. „Strands“ aus einer definierten Dicke und Form, vornehmlich aus Rundhölzern, werden in mehreren Schichten verleimt. Die Orientierung der Mittelschicht erfolgt dabei im 90° Winkel zu den Deckschichten. Die OSB-Platten werden mit einem PMDI-Harz verleimt und in Dicken von 8 bis 40 mm herge­stellt. Für die schwer entflammbare Kronoply OSB/SF-B wird ein Flammschutzmittel zugesetzt. Alle relevanten Hintergrund-Datensätze wurden der Datenbank der Software /GaBi 6/ (GABI 6 2013)entnommen. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1m³ OSB Platte mit einem Gewicht von 617 kg/m³.
SWISS KRONO OSB;426b030a-5e6d-4ed6-b117-e8b01bc3e890;1;null;1040;1;m3;1040;1 m³ OSB Platte (617 kg) Additional Info from Xml: OSB-Platten (Oriented Strand Board – Kronoply/ Kronopol OSB) sind klebstoffgebundene, dreischichtig aufgebaute Holzwerkstoffplatten (Flachpressplatten) aus orientiert gestreuten, länglichen Holzspänen (120 - 160 mm lange Kiefernholz Furnierstreifen), sog. Strands gemäß /EN13986/ bzw. /EN 300/ „OSB“. „Strands“ aus einer definierten Dicke und Form, vornehmlich aus Rundhölzern, werden in mehreren Schichten verleimt. Die Orientierung der Mittelschicht erfolgt dabei im 90° Winkel zu den Deckschichten. Die OSB-Platten werden mit einem PMDI-Harz verleimt und in Dicken von 8 bis 40 mm herge­stellt. Für die schwer entflammbare Kronoply OSB/SF-B wird ein Flammschutzmittel zugesetzt. Alle relevanten Hintergrund-Datensätze wurden der Datenbank der Software /GaBi 6/ (GABI 6 2013)entnommen. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1m³ OSB Platte mit einem Gewicht von 617 kg/m³.
SWISS KRONO OSB;426b030a-5e6d-4ed6-b117-e8b01bc3e890;1;null;-649;1;m3;-649;1 m³ OSB Platte (617 kg) Additional Info from Xml: OSB-Platten (Oriented Strand Board – Kronoply/ Kronopol OSB) sind klebstoffgebundene, dreischichtig aufgebaute Holzwerkstoffplatten (Flachpressplatten) aus orientiert gestreuten, länglichen Holzspänen (120 - 160 mm lange Kiefernholz Furnierstreifen), sog. Strands gemäß /EN13986/ bzw. /EN 300/ „OSB“. „Strands“ aus einer definierten Dicke und Form, vornehmlich aus Rundhölzern, werden in mehreren Schichten verleimt. Die Orientierung der Mittelschicht erfolgt dabei im 90° Winkel zu den Deckschichten. Die OSB-Platten werden mit einem PMDI-Harz verleimt und in Dicken von 8 bis 40 mm herge­stellt. Für die schwer entflammbare Kronoply OSB/SF-B wird ein Flammschutzmittel zugesetzt. Alle relevanten Hintergrund-Datensätze wurden der Datenbank der Software /GaBi 6/ (GABI 6 2013)entnommen. Deklarierte Einheit: Die Deklaration bezieht sich auf die Herstellung von 1m³ OSB Platte mit einem Gewicht von 617 kg/m³.
Sylitol Bio-Innenfarbe;3589cb3f-3fd8-444a-9cfe-a9b536f386c4;1;null;0,878;1;kg;0,878;1 kg Innenwandfarbe auf Dispersionsbasis Produkt: Sylitol Bio-Innenfarbe Additional Info from Xml: Für hochwertige Wand- und Deckenanstriche im gesamten Wohnbereich, in Schulen, Kindergärten,öffentlichen Gebäuden sowie in der Denkmalpflege. Durch die allergenkontrollierte Rezeptur ideal für Allergiker. - konservierungsmittelfrei - lösemittelfrei - weichmacherfrei - frei von foggingaktiven Substanzen - raumlufthygienisch unbedenklich - Zertifikat „für Allergiker geeignet“, gemäß Prüfzeugnis des TÜV Nord - fremdüberwacht - wasserverdünnbar - umweltschonend und geruchsarm - hochdiffusionsfähig, sd H2O <0,02 m nach DIN EN 1062 Nassabrieb: Klasse 3 (entspricht waschbeständig nach DIN 53778) Deckvermögen: Klasse 2, bei einer Ergiebigkeit von 7 m²/l bzw. 140 ml/m² Technische Daten: Dichte [g/cm³]                  1,5 Feststoffgehalt                55 bis 60 % pH-Wert                           11Weitere bautechnische Daten gemäß PCR sind für dieses Produkt nicht relevant. Deklarierte Einheit: Die Verbands-EPD bezieht sich auf die deklarierte Einheit von 1 kg dispersionsbasierter Innenwandfarbe. Aus den Produktgruppen wurde das Produkt mit den höchsten Umweltwirkungen deklariert.Das hier deklarierte Produkt hat einen Verbrauch von 140 ml/m², dies entspricht 210 g/m².
